"Freq [GHz]","ReflectanceTM []"
30,0.996459645553756
30.01,0.996515088849364
30.02,0.996569293644897
30.03,0.996622274912984
30.04,0.996674047534562
30.05,0.99672462629872
30.06,0.996774025902409
30.07,0.996822260950357
30.08,0.996869345954806
30.09,0.996915295335373
30.1,0.996960123418901
30.11,0.997003844439298
30.12,0.997046472537427
30.13,0.997088021760962
30.14,0.997128506064257
30.15,0.997167939308298
30.16,0.997206335260558
30.17,0.997243707594949
30.18,0.997280069891732
30.19,0.997315435637487
30.2,0.997349818225019
30.21,0.997383230953332
30.22,0.997415687027626
30.23,0.997447199559231
30.24,0.997477781565657
30.25,0.99750744597051
30.26,0.997536205603567
30.27,0.997564073200763
30.28,0.997591061404216
30.29,0.997617182762266
30.3,0.997642449729515
30.31,0.997666874666882
30.32,0.997690469841658
30.33,0.997713247427599
30.34,0.997735219504943
30.35,0.997756398060551
30.36,0.997776794987989
30.37,0.997796422087595
30.38,0.997815291066643
30.39,0.997833413539394
30.4,0.997850801027291
30.41,0.997867464959005
30.42,0.997883416670677
30.43,0.997898667405962
30.44,0.997913228316248
30.45,0.997927110460775
30.46,0.997940324806849
30.47,0.997952882229951
30.48,0.997964793513987
30.49,0.997976069351404
30.5,0.997986720343442
30.51,0.997996757000297
30.52,0.99800618974134
30.53,0.998015028895324
30.54,0.998023284700601
30.55,0.998030967305356
30.56,0.998038086767787
30.57,0.99804465305644
30.58,0.998050676050324
30.59,0.998056165539259
30.6,0.998061131224073
30.61,0.998065582716868
30.62,0.998069529541283
30.63,0.998072981132764
30.64,0.998075946838841
30.65,0.998078435919364
30.66,0.998080457546855
30.67,0.99808202080671
30.68,0.998083134697564
30.69,0.99808380813154
30.7,0.998084049934543
30.71,0.998083868846594
30.72,0.998083273522121
30.73,0.998082272530273
30.74,0.998080874355222
30.75,0.998079087396488
30.76,0.998076919969289
30.77,0.998074380304816
30.78,0.99807147655061
30.79,0.998068216770873
30.8,0.998064608946798
30.81,0.998060660976937
30.82,0.998056380677505
30.83,0.998051775782777
30.84,0.998046853945385
30.85,0.998041622736709
30.86,0.998036089647229
30.87,0.99803026208685
30.88,0.998024147385319
30.89,0.998017752792543
30.9,0.998011085478971
30.91,0.998004152535978
30.92,0.997996960976221
30.93,0.997989517734024
30.94,0.997981829665729
30.95,0.997973903550107
30.96,0.997965746088742
30.97,0.997957363906391
30.98,0.997948763551383
30.99,0.997939951495979
31,0.997930934136839
31.01,0.99792171779532
31.02,0.997912308717913
31.03,0.997902713076669
31.04,0.99789293696953
31.05,0.997882986420785
31.06,0.997872867381432
31.07,0.997862585729615
31.08,0.997852147270981
31.09,0.997841557739119
31.1,0.997830822795985
31.11,0.997819948032243
31.12,0.997808938967734
31.13,0.997797801051864
31.14,0.997786539664015
31.15,0.997775160113954
31.16,0.997763667642245
31.17,0.997752067420674
31.18,0.997740364552645
31.19,0.997728564073629
31.2,0.997716670951529
31.21,0.997704690087142
31.22,0.997692626314577
31.23,0.997680484401613
31.24,0.997668269050199
31.25,0.997655984896805
31.26,0.99764363651291
31.27,0.997631228405362
31.28,0.997618765016817
31.29,0.997606250726174
31.3,0.997593689848988
31.31,0.997581086637892
31.32,0.997568445283006
31.33,0.997555769912378
31.34,0.997543064592403
31.35,0.99753033332823
31.36,0.997517580064206
31.37,0.997504808684279
31.38,0.997492023012445
31.39,0.997479226813126
31.4,0.997466423791657
31.41,0.997453617594623
31.42,0.997440811810382
31.43,0.997428009969391
31.44,0.997415215544695
31.45,0.997402431952317
31.46,0.997389662551684
31.47,0.997376910646048
31.48,0.997364179482894
31.49,0.997351472254392
31.5,0.997338792097811
31.51,0.997326142095862
31.52,0.997313525277248
31.53,0.997300944616973
31.54,0.997288403036787
31.55,0.997275903405645
31.56,0.997263448540075
31.57,0.997251041204601
31.58,0.99723868411218
31.59,0.997226379924582
31.6,0.997214131252853
31.61,0.997201940657657
31.62,0.997189810649766
31.63,0.997177743690407
31.64,0.99716574219171
31.65,0.997153808517098
31.66,0.997141944981694
31.67,0.997130153852752
31.68,0.997118437350024
31.69,0.997106797646227
31.7,0.997095236867376
31.71,0.997083757093216
31.72,0.997072360357661
31.73,0.997061048649134
31.74,0.997049823911015
31.75,0.997038688041997
31.76,0.997027642896549
31.77,0.997016690285225
31.78,0.997005831975151
31.79,0.996995069690346
31.8,0.996984405112159
31.81,0.99697383987965
31.82,0.996963375589991
31.83,0.996953013798811
31.84,0.996942756020638
31.85,0.996932603729289
31.86,0.996922558358192
31.87,0.996912621300855
31.88,0.996902793911166
31.89,0.996893077503859
31.9,0.996883473354825
31.91,0.996873982701522
31.92,0.996864606743366
31.93,0.996855346642074
31.94,0.996846203522089
31.95,0.996837178470893
31.96,0.996828272539411
31.97,0.996819486742413
31.98,0.996810822058822
31.99,0.996802279432136
32,0.996793859770755
32.01,0.996785563948364
32.02,0.99677739280432
32.03,0.996769347143973
32.04,0.996761427739034
32.05,0.996753635327972
32.06,0.996745970616349
32.07,0.996738434277152
32.08,0.996731026951177
32.09,0.996723749247385
32.1,0.996716601743241
32.11,0.996709584985068
32.12,0.996702699488397
32.13,0.996695945738306
32.14,0.996689324189795
32.15,0.996682835268084
32.16,0.996676479368983
32.17,0.996670256859262
32.18,0.99666416807691
32.19,0.996658213331555
32.2,0.996652392904759
32.21,0.996646707050352
32.22,0.996641155994782
32.23,0.996635739937439
32.24,0.996630459050972
32.25,0.996625313481635
32.26,0.996620303349601
32.27,0.996615428749306
32.28,0.996610689749727
32.29,0.996606086394773
32.3,0.996601618703539
32.31,0.996597286670671
32.32,0.996593090266629
32.33,0.996589029438074
32.34,0.996585104108122
32.35,0.996581314176661
32.36,0.996577659520714
32.37,0.996574139994671
32.38,0.996570755430658
32.39,0.996567505638798
32.4,0.99656439040753
32.41,0.996561409503943
32.42,0.996558562673998
32.43,0.9965558496429
32.44,0.99655327011538
32.45,0.996550823775941
32.46,0.996548510289194
32.47,0.996546329300172
32.48,0.996544280434545
32.49,0.996542363298971
32.5,0.996540577481371
32.51,0.996538922551175
32.52,0.99653739805966
32.53,0.996536003540183
32.54,0.996534738508498
32.55,0.996533602462996
32.56,0.996532594885004
32.57,0.996531715239076
32.58,0.996530962973231
32.59,0.996530337519221
32.6,0.996529838292829
32.61,0.996529464694134
32.62,0.99652921610774
32.63,0.996529091903072
32.64,0.996529091434647
32.65,0.996529214042306
32.66,0.996529459051469
32.67,0.996529825773426
32.68,0.996530313505569
32.69,0.996530921531635
32.7,0.996531649121987
32.71,0.996532495533837
32.72,0.996533460011515
32.73,0.996534541786699
32.74,0.996535740078678
32.75,0.996537054094558
32.76,0.996538483029568
32.77,0.996540026067213
32.78,0.996541682379608
32.79,0.996543451127644
32.8,0.996545331461227
32.81,0.99654732251957
32.82,0.996549423431346
32.83,0.996551633314977
32.84,0.996553951278827
32.85,0.996556376421454
32.86,0.996558907831815
32.87,0.996561544589486
32.88,0.996564285764909
32.89,0.996567130419589
32.9,0.996570077606316
32.91,0.996573126369388
32.92,0.996576275744828
32.93,0.996579524760561
32.94,0.99658287243668
32.95,0.996586317785634
32.96,0.996589859812417
32.97,0.996593497514795
32.98,0.996597229883509
32.99,0.996601055902457
33,0.996604974548944
33.01,0.99660898479382
33.02,0.996613085601725
33.03,0.996617275931267
33.04,0.996621554735213
33.05,0.996625920960699
33.06,0.9966303735494
33.07,0.996634911437736
33.08,0.996639533557053
33.09,0.996644238833834
33.1,0.996649026189823
33.11,0.996653894542289
33.12,0.996658842804134
33.13,0.996663869884133
33.14,0.996668974687072
33.15,0.99667415611395
33.16,0.996679413062137
33.17,0.996684744425572
33.18,0.996690149094894
33.19,0.996695625957678
33.2,0.996701173898519
33.21,0.996706791799293
33.22,0.996712478539249
33.23,0.996718232995205
33.24,0.996724054041715
33.25,0.996729940551237
33.26,0.996735891394252
33.27,0.99674190543948
33.28,0.99674798155399
33.29,0.996754118603382
33.3,0.996760315451944
33.31,0.996766570962771
33.32,0.996772883997958
33.33,0.996779253418731
33.34,0.996785678085587
33.35,0.996792156858457
33.36,0.996798688596855
33.37,0.996805272159977
33.38,0.996811906406911
33.39,0.996818590196729
33.4,0.996825322388637
33.41,0.996832101842137
33.42,0.996838927417113
33.43,0.996845797974027
33.44,0.996852712373984
33.45,0.996859669478959
33.46,0.996866668151816
33.47,0.996873707256521
33.48,0.996880785658224
33.49,0.996887902223431
33.5,0.99689505582007
33.51,0.996902245317655
33.52,0.996909469587397
33.53,0.996916727502334
33.54,0.996924017937437
33.55,0.996931339769727
33.56,0.996938691878391
33.57,0.996946073144936
33.58,0.996953482453239
33.59,0.996960918689695
