"Freq [GHz]","ReflectanceTM []"
30,0.994805380856385
30.01,0.994799519670212
30.02,0.994793787957108
30.03,0.994788184321865
30.04,0.994782707374649
30.05,0.9947773557311
30.06,0.994772128012373
30.07,0.99476702284525
30.08,0.994762038862168
30.09,0.994757174701301
30.1,0.994752429006645
30.11,0.994747800428052
30.12,0.994743287621339
30.13,0.99473888924832
30.14,0.99473460397685
30.15,0.994730430480954
30.16,0.994726367440817
30.17,0.994722413542899
30.18,0.994718567479947
30.19,0.994714827951107
30.2,0.994711193661924
30.21,0.994707663324432
30.22,0.9947042356572
30.23,0.994700909385376
30.24,0.994697683240788
30.25,0.994694555961911
30.26,0.994691526293994
30.27,0.994688592989075
30.28,0.99468575480601
30.29,0.994683010510577
30.3,0.994680358875471
30.31,0.994677798680365
30.32,0.994675328711965
30.33,0.99467294776406
30.34,0.994670654637497
30.35,0.99466844814032
30.36,0.994666327087756
30.37,0.99466429030223
30.38,0.994662336613483
30.39,0.994660464858501
30.4,0.994658673881659
30.41,0.994656962534664
30.42,0.994655329676667
30.43,0.994653774174229
30.44,0.994652294901392
30.45,0.99465089073969
30.46,0.994649560578203
30.47,0.994648303313545
30.48,0.994647117849949
30.49,0.994646003099214
30.5,0.994644957980812
30.51,0.994643981421877
30.52,0.994643072357191
30.53,0.994642229729275
30.54,0.994641452488373
30.55,0.994640739592476
30.56,0.994640090007312
30.57,0.99463950270645
30.58,0.994638976671211
30.59,0.994638510890754
30.6,0.994638104362079
30.61,0.994637756090038
30.62,0.994637465087318
30.63,0.994637230374501
30.64,0.994637050980063
30.65,0.994636925940351
30.66,0.994636854299638
30.67,0.994636835110104
30.68,0.994636867431864
30.69,0.994636950332947
30.7,0.994637082889324
30.71,0.994637264184904
30.72,0.994637493311549
30.73,0.994637769369072
30.74,0.994638091465227
30.75,0.994638458715712
30.76,0.994638870244211
30.77,0.994639325182329
30.78,0.99463982266964
30.79,0.994640361853672
30.8,0.994640941889881
30.81,0.994641561941698
30.82,0.994642221180459
30.83,0.994642918785476
30.84,0.99464365394395
30.85,0.994644425851032
30.86,0.994645233709787
30.87,0.994646076731163
30.88,0.994646954134042
