"Freq [GHz]","ReflectanceTM []"
30,0.999590736071477
30.01,0.999591653977973
30.02,0.99959253449879
30.03,0.999593378223502
30.04,0.999594185735395
30.05,0.999594957611562
30.06,0.999595694422866
30.07,0.999596396734082
30.08,0.99959706510386
30.09,0.999597700084795
30.1,0.99959830222348
30.11,0.999598872060518
30.12,0.999599410130607
30.13,0.999599916962547
30.14,0.999600393079274
30.15,0.999600838997935
30.16,0.999601255229909
30.17,0.999601642280855
30.18,0.999602000650735
30.19,0.999602330833897
30.2,0.999602633319061
30.21,0.999602908589382
30.22,0.999603157122519
30.23,0.99960337939062
30.24,0.999603575860438
30.25,0.999603746993274
30.26,0.999603893245104
30.27,0.999604015066565
30.28,0.999604112903021
30.29,0.999604187194586
30.3,0.999604238376176
30.31,0.999604266877541
30.32,0.999604273123304
30.33,0.999604257533031
30.34,0.999604220521182
30.35,0.999604162497259
30.36,0.99960408386578
30.37,0.999603985026314
30.38,0.999603866373567
30.39,0.999603728297352
30.4,0.999603571182705
30.41,0.999603395409837
30.42,0.999603201354258
30.43,0.999602989386752
30.44,0.999602759873439
30.45,0.999602513175798
30.46,0.999602249650733
30.47,0.99960196965057
30.48,0.999601673523142
30.49,0.999601361611764
30.5,0.999601034255329
30.51,0.999600691788329
30.52,0.999600334540835
30.53,0.999599962838625
30.54,0.999599577003156
30.55,0.999599177351627
30.56,0.999598764196975
30.57,0.99959833784798
30.58,0.999597898609235
30.59,0.999597446781211
30.6,0.999596982660299
30.61,0.999596506538835
30.62,0.999596018705104
30.63,0.99959551944343
30.64,0.999595009034187
30.65,0.999594487753805
30.66,0.999593955874854
30.67,0.999593413666034
30.68,0.999592861392252
30.69,0.999592299314605
30.7,0.99959172769045
30.71,0.999591146773426
30.72,0.999590556813494
30.73,0.999589958056954
30.74,0.999589350746501
30.75,0.99958873512122
30.76,0.99958811141667
30.77,0.999587479864871
30.78,0.99958684069436
30.79,0.999586194130225
30.8,0.999585540394109
30.81,0.999584879704288
30.82,0.999584212275641
30.83,0.999583538319762
30.84,0.999582858044902
30.85,0.999582171656069
30.86,0.999581479355036
30.87,0.999580781340343
30.88,0.999580077807386
30.89,0.999579368948401
30.9,0.999578654952509
30.91,0.999577936005739
